"Reference","DOI","DOI_PANGAEA","Included/Not included","Reason for non inclusion","Country/Region","Year"
"Laverock, B., Kitidis, V., Tait, K., Gilbert, J. A., Osborn, A. M., & Widdicombe, S., 2013. Bioturbation determines the response of benthic ammonia-oxidizing microorganisms to ocean acidification. Philosophical Transactions of the Royal Society B 368:20120441","doi:10.1098/rstb.2012.0441","10.1594/PANGAEA.835499","Included","","EU-UK","2013"
"LaVigne, M., Hill, T. M., Sanford, E., Gaylord, B., Russell, A. D., Lenz, E. A. et al., 2013. The elemental composition of purple sea urchin (Strongylocentrotus purpuratus) calcite and potential effects of pCO2 during early life stages. Biogeosciences 10:3465-3477","doi:10.5194/bg-10-3465-2013","10.1594/PANGAEA.825091","Included","","USA","2013"
"Laws, E. A., & McClellan, S. A., 2022. Interactive effects of CO2, temperature, irradiance, and nutrient limitation on the growth and physiology of the marine cyanobacterium Synechococcus (Cyanophyceae). Journal of Phycology 58:703-718","doi:10.1111/jpy.13278","10.1594/PANGAEA.952426","Included","","USA","2022"
"Laws, E. A., McClellan, S. A., & Passow, U., 2020. Interactive effects of CO2, temperature, irradiance, and nutrient limitation on the growth and physiology of the marine diatom Thalassiosira pseudonana (Coscinodiscophyceae). Journal of Phycology 56:1614-1624","doi:10.1111/jpy.13048","10.1594/PANGAEA.929551","Included","","USA","2020"
"Leal, P. P., Hurd, C. L., Fernández, P. A., & Roleda, M. Y., 2017. Meiospore development of the kelps Macrocystis pyrifera and Undaria pinnatifida under ocean acidification and ocean warming: independent effects are more important than their interaction. Marine Biology 164:7","doi:10.1007/s00227-016-3039-z","10.1594/PANGAEA.875583","Included","","New Zealand","2017"
"Leclercq, N., Gattuso, J.-P., & Jaubert, J., 2000. CO2 partial pressure controls the calcification rate of a coral community. Global Change Biology 6:329-334","doi:10.1046/j.1365-2486.2000.00315.x","10.1594/PANGAEA.756651","Included","","EU-Monaco","2000"
"Leclercq, N., Gattuso, J.-P., & Jaubert, J., 2002. Primary production, respiration, and calcification of a coral reef mesocosm under increased CO2 partial pressure. Limnology and Oceanography 47:558-564","doi:10.4319/lo.2002.47.2.0558","10.1594/PANGAEA.756652","Included","","EU-Monaco","2002"
"Lee, Y. H., Kim, M.-S., Wang, M., Bhandari, R. K., Park, H. G., Wu, R. S.-S. et al., 2022. Epigenetic plasticity enables copepods to cope with ocean acidification. Nature Climate Change 12:918-927","doi:10.1038/s41558-022-01477-4","10.1594/PANGAEA.953834","Included","","Republic of Korea","2022"
"Lefebvre, S. C., Benner, I., Stillman, J. H., Parker, A. E., Drake, M. K., Rossignol, P. E. et al., 2012. Nitrogen source and pCO2 synergistically affect carbon allocation, growth and morphology of the coccolithophore Emiliania huxleyi: potential implications of ocean acidification for the carbon cycle. Global Change Biology 18:493-503","doi:10.1111/j.1365-2486.2011.02575.x","10.1594/PANGAEA.771910","Included","","USA","2012"
"Lefevre, S., Watson, S.-A., Munday, P. L., & Nilsson, G. E., 2015. Will jumping snails prevail? Influence of near-future CO2, temperature and hypoxia on respiratory performance in the tropical conch Gibberulus gibberulus gibbosus. Journal of Experimental Biology 218:2991-3001","doi:10.1242/jeb.120717","10.1594/PANGAEA.868920","Included","","EU-Norway","2015"
"Lemasson, A. J., Hall-Spencer, J. M., Fletcher, S., Provstgaard-Morys, S., & Knights, A. M., 2018. Indications of future performance of native and non-native adult oysters under acidification and warming. Marine Environmental Research 142:178-189","doi:10.1016/j.marenvres.2018.10.003","10.1594/PANGAEA.949048","Included","","EU-UK","2018"
"Lemasson, A. J., Hall-Spencer, J. M., Kuri, V., & Knights, A. M., 2019. Changes in the biochemical and nutrient composition of seafood due to ocean acidification and warming. Marine Environmental Research 143:82-92","doi:10.1016/j.marenvres.2018.11.006","10.1594/PANGAEA.949078","Included","","EU-UK","2019"
"Lemasson, A. J., & Knights, A. M., 2021. Differential responses in anti-predation traits of the native oyster Ostrea edulis and invasive Magallana gigas to ocean acidification and warming. Marine Ecology Progress Series 665:87-102","doi:10.3354/meps13687","10.1594/PANGAEA.950894","Included","","EU-UK","2021"
"Lemasson, A. J., Kuri, V., Hall-Spencer, J. M., Fletcher, S., Moate, R., & Knights, A. M., 2017. Sensory qualities of oysters unaltered by a short exposure to combined elevated pCO2 and temperature. Frontiers in Marine Science 4:352","doi:10.3389/fmars.2017.00352","10.1594/PANGAEA.950770","Included","","EU-UK","2017"
"Lenz, E. A., & Edmunds, P. J., 2017. Branches and plates of the morphologically plastic coral Porites rus are insensitive to ocean acidification and warming. Journal of Experimental Marine Biology and Ecology 486:188-194","doi:10.1016/j.jembe.2016.10.002","10.1594/PANGAEA.956283","Included","","USA","2017"
"Leo, E., Dahlke, F. T., Storch, D., Pörtner, H.-O., & Mark, F. C., 2018. Impact of ocean acidification and warming on the bioenergetics of developing eggs of Atlantic herring Clupea harengus. Conservation Physiology 6","doi:10.1093/conphys/coy050","10.1594/PANGAEA.921192","Included","","EU-Germany","2018"
"Leo, E., Kunz, K. L., Schmidt, M., Storch, D., Pörtner, H. O., & Mark, F. C., 2017. Mitochondrial acclimation potential to ocean acidification and warming of Polar cod (Boreogadus saida) and Atlantic cod (Gadus morhua). Frontiers in Zoology 14:21","doi:10.1186/s12983-017-0205-1","10.1594/PANGAEA.958164","Included","","EU-Germany","2017"
"Lesser, M. P., 2016. Climate change stressors cause metabolic depression in the blue mussel, Mytilus edulis, from the Gulf of Maine. Limnology and Oceanography 61:1705-1717","doi:10.1002/lno.10326","10.1594/PANGAEA.941567","Included","","USA","2016"
"Leu, E., Daase, M., Schulz, K. G., Stuhr, A., & Riebesell, U., 2013. Effect of ocean acidification on the fatty acid composition of a natural plankton community. Biogeosciences 10:1143-1153","doi:10.5194/bg-10-1143-2013","10.1594/PANGAEA.832413","Included","","EU-Norway","2013"
"Leung, J. Y. S., Nagelkerken, I., Pistevos, J. C. A., Xie, Z., Zhang, S., & Connell, S. D., 2022. Shark teeth can resist ocean acidification. Global Change Biology 28:2286-2295","doi:10.1111/gcb.16052","10.1594/PANGAEA.944930","Included","","China","2022"
"Levitan, O., Kranz, S. A., Spungin, D., Prášil, O., Rost, B., & Berman-Frank, I., 2010. Combined effects of CO2 and light on the N2-fixing cyanobacterium Trichodesmium IMS101: a mechanistic view. Plant Physiology 154:346-356","doi:10.1104/pp.110.159285","10.1594/PANGAEA.777431","Included","","Israel","2010"
"Lewis, C. N., Brown, K. A., Edwards, L. A., Cooper, G., & Findlay, H. S., 2013. Sensitivity to ocean acidification parallels natural pCO2 gradients experienced by Arctic copepods under winter sea ice. Proceedings of the National Academy of Sciences USA 110:4960-4967","doi:10.1073/pnas.1315162110","10.1594/PANGAEA.835484","Included","","EU-UK","2013"
"Li, F., Beardall, J., Collins, S., & Gao, K., 2017. Decreased photosynthesis and growth with reduced respiration in the model diatom grown under elevated CO2 over 1800 generations. Global Change Biology 23:127-137","doi:10.1111/gcb.13501","10.1594/PANGAEA.867319","Included","","China","2017"
"Li, F., Beardall, J., & Gao, K., 2018. Diatom performance in a future ocean: interactions between nitrogen limitation, temperature, and CO2-induced seawater acidification. ICES Journal of Marine Science 75:1451-1464","doi:10.1093/icesjms/fsx239","10.1594/PANGAEA.880576","Included","","China","2018"
"Li, F., F, J., Hu, L., Beardall, J., & Xu, J., 2019. Physiological and biochemical responses of Thalassiosira weissflogii (diatom) to seawater acidification and alkalization. ICES Journal of Marine Science","doi:10.1093/icesjms/fsz028","10.1594/PANGAEA.907928","Included","","China","2019"
"Li, F., Wu, Y., Hutchins, D. A., Fu, F., & Gao, K., 2016. Physiological responses of coastal and oceanic diatoms to diurnal fluctuations in seawater carbonate chemistry under two CO2 concentrations. Biogeosciences 13:6247-6259","doi:10.5194/bg-13-6247-2016","10.1594/PANGAEA.868779","Included","","China","2016"
"Li, F., Xu, J., Beardall, J., & Gao, K., 2021. Diurnally fluctuating pCO2 enhances growth of a coastal strain of Emiliania huxleyi under future-projected ocean acidification conditions. ICES Journal of Marine Science fsab036","doi:10.1093/icesjms/fsab036","10.1594/PANGAEA.932009","Included","","China","2021"
"Li, G., Brown, C. M., Jeans, J. A., Donaher, N. A., McCarthy, A., & Campbell, D. A., 2015. The nitrogen costs of photosynthesis in a diatom under current and future pCO2. New Phytologist 205:533-543","doi:10.1111/nph.13037","10.1594/PANGAEA.847792","Included","","Canada","2015"
"Li, G., & Campbell, D. A., 2013. Rising CO2 interacts with growth light and growth rate to alter photosystem II photoinactivation of the coastal diatom Thalassiosira pseudonana. PLoS ONE 8:e55562","doi:10.1371/journal.pone.0055562","10.1594/PANGAEA.824663","Included","","Canada","2013"
"Li, H., Beardall, J., & Gao, K., 2023. Photoinhibition of the picophytoplankter Synechococcus is exacerbated by ocean acidification. Water 15:1228","doi:10.3390/w15061228","10.1594/PANGAEA.961006","Included","","China","2023"
"Li, H., & Gao, K., 2023. Deoxygenation enhances photosynthetic performance and increases N2 fixation in the marine cyanobacterium Trichodesmium under elevated pCO2. Frontiers in Microbiology 14:1102909","doi:10.3389/fmicb.2023.1102909","10.1594/PANGAEA.961012","Included","","China","2023"
"Li, J., Jiang, Z., Zhang, J., Mao, Y., Bian, D., & Fang, J., 2014. The potential of ocean acidification on suppressing larval development in the Pacific oyster Crassostrea gigas and blood cockle Arca inflata Reeve. Chinese Journal of Oceanology and Limnology 32:1307-1313","doi:10.1007/s00343-014-3317-x","10.1594/PANGAEA.841041","Included","","China","2014"
"Li, J., Jiang, Z., Zhang, J., Qiu, J.-W., Du, M., Bian, D. et al., 2013. Detrimental effects of reduced seawater pH on the early development of the Pacific abalone. Marine Pollution Bulletin 74:320-324","doi:10.1016/j.marpolbul.2013.06.035","10.1594/PANGAEA.824408","Included","","China","2013"
"Li, K., Li, M., He, Y., Gu, X., Pang, K., Ma, Y. et al., 2020. Effects of pH and nitrogen form on Nitzschia closterium growth by linking dynamic with enzyme activity. Chemosphere 249:126154","doi:10.1016/j.chemosphere.2020.126154","10.1594/PANGAEA.917678","Included","","China","2020"
"Li, L., Lu, W., Sui, Y., Wang, Y., Gul, Y., & Dupont, S., 2015. Conflicting effects of predator cue and ocean acidification on the mussel byssus production. Journal of Shellfish Research 34:393-400","doi:10.2983/035.034.0222","10.1594/PANGAEA.860435","Included","","China","2015"
"Li, P.-F., Yang, G.-P., & Liu, C.-Y., 2020. Combined effects of elevated temperature and pCO2 on the production of DMSP and DMS in the culture of Amphidinium carterae. Journal of Applied Phycology 32:1063-1074","doi:10.1007/s10811-020-02058-8","10.1594/PANGAEA.920033","Included","","China","2020"
"Li, P.-F., Yang, G.-P., Zhang, J., Levasseur, M., Liu, C.-Y., Sun, J. et al., 2017. Impacts of elevated pCO2 on trace gas emissions in two microalgae: Phaeocystis globosa and Nitzschia closterium. Environmental Chemistry 14:425-441","doi:10.1071/EN17130","10.1594/PANGAEA.903329","Included","","China","2017"
"Li, W., & Gao, K., 2012. A marine secondary producer respires and feeds more in a high CO2 ocean. Marine Pollution Bulletin 64:699-703","doi:10.1016/j.marpolbul.2012.01.033","10.1594/PANGAEA.778197","Included","","China","2012"
"Li, W., Gao, K., & Beardall, J., 2012. Interactive effects of ocean acidification and nitrogen-limitation on the diatom Phaeodactylum tricornutum. PLoS ONE 7:e51590","doi:10.1371/journal.pone.0051590","10.1594/PANGAEA.823110","Included","","China","2012"
"Li, W., Gao, K., & Beardall, J., 2015. Nitrate limitation and ocean acidification interact with UV-B to reduce photosynthetic performance in the diatom <i>Phaeodactylum tricornutum</i>. Biogeosciences 12:2383-2393","doi:10.5194/bg-12-2383-2015","10.1594/PANGAEA.851339","Included","","China","2015"
"Li, W., Han, G., Dong, Y., Ishimatsu, A., Russell, B. D., & Gao, K., 2015. Combined effects of short-term ocean acidification and heat shock in a benthic copepod Tigriopus japonicus Mori. Marine Biology 162:1901-1912","doi:10.1007/s00227-015-2722-9","10.1594/PANGAEA.859433","Included","","China","2015"
"Li, W., Wang, T., Campbell, D. A., & Gao, K., 2020. Ocean acidification interacts with variable light to decrease growth but increase particulate organic nitrogen production in a diatom. Marine Environmental Research 160:104965","doi:10.1016/j.marenvres.2020.104965","10.1594/PANGAEA.922459","Included","","China","2020"
"Li, Y., Gao, K., Villafañe, V. E., & Helbling, E. W., 2012. Ocean acidification mediates photosynthetic response to UV radiation and temperature increase in the diatom Phaeodactylum tricornutum. Biogeosciences 9:3931-3942","doi:10.5194/bgd-9-7197-2012","10.1594/PANGAEA.823078","Included","","China","2012"
"Li, Y., Xu, J., & Gao, K., 2014. Light-modulated responses of growth and photosynthetic performance to ocean acidification in the model diatom Phaeodactylum tricornutum. PLoS ONE 9:e96173","doi:10.1371/journal.pone.0096173","10.1594/PANGAEA.837678","Included","","China","2014"
"Liang, D., Xiang, H., Jin, P., & Xia, J., 2023. Response mechanism of harmful algae Phaeocystis globosa to ocean warming and acidification. Environmental Pollution 320:121008","doi:10.1016/j.envpol.2023.121008","10.1594/PANGAEA.959773","Included","","China","2023"
"Liew, Y. J., Zoccola, D., Li, Y., Tambutté, E., Venn, A. A., Michell, C. T. et al., 2018. Epigenome-associated phenotypic acclimatization to ocean acidification in a reef-building coral. Science Advances 4:eaar8028","doi:10.1126/sciadv.aar8028","10.1594/PANGAEA.959452","Included","","Kingdom of Saudi Arabia","2018"
"Liguori, A., 2022. Multigenerational life-history responses to pH in distinct populations of the copepod Tigriopus californicus. The Biological Bulletin 242:97-117","doi:10.1086/719573","10.1594/PANGAEA.945678","Included","","USA","2022"
"Lim, E. G., & Harley, C. D. G., 2018. Caprellid amphipods (Caprella spp.) are vulnerable to both physiological and habitat-mediated effects of ocean acidification. PeerJ 6:e5327","doi:10.7717/peerj.5327","10.1594/PANGAEA.922070","Included","","Canada","2018"
"Lim, Y.-K., Cheung, K., Dang, X., Roberts, S. B., Wang, X., & Thiyagarajan, V., 2021. DNA methylation changes in response to ocean acidification at the time of larval metamorphosis in the edible oyster, Crassostrea hongkongensis. Marine Environmental Research 163:105214","doi:10.1016/j.marenvres.2020.105214","10.1594/PANGAEA.926944","Included","","China","2021"
"Lim, Y. K., Dang, X., & Thiyagarajan, V., 2021. Transgenerational responses to seawater pH in the edible oyster, with implications for the mariculture of the species under future ocean acidification. Science of the Total Environment 782:146704","doi:10.1016/j.scitotenv.2021.146704","10.1594/PANGAEA.931669","Included","","China","2021"
"Lin, X., Huang, R., Li, Y., Li, F., Wu, Y., Hutchins, D. A. et al., 2018. Interactive network configuration maintains bacterioplankton community structure under elevated CO2 in a eutrophic coastal mesocosm experiment. Biogeosciences 15:551-565","doi:10.5194/bg-15-551-2018-supplement","10.1594/PANGAEA.900280","Included","","China","2018"
"Linares, C., Vidal, M., Canals, M., Kersting, D. K., Amblas, D., Aspillaga, E. et al., 2015. Persistent natural acidification drives major distribution shifts in marine benthic ecosystems. Proceedings of the Royal Society B: Biological Sciences 282:20150587","doi:10.1098/rspb.2015.0587","10.1594/PANGAEA.860615","Included","","EU-Spain","2015"
